Transaction_Type,Age,Income,Transaction_Amount,Transactions_24h,Account_Age_Years,Distance_From_Home_Km,Device_Risk_Score,International_Transaction,Is_Fraud
POS,43.0,55646.66,3798.62,5.0,5.52,19.34,0.372,No,0
Transfer,38.0,16040.66,,3.0,4.6,19.96,0.469,No,0
Transfer,,28919.33,2402.31,5.0,0.1,54.32,0.241,No,0
ATM,35.0,83890.31,1227.36,6.0,0.1,25.15,0.506,No,0
POS,36.0,25571.71,1158.49,,3.9,4.36,0.579,No,0
Online,55.0,66938.21,1576.83,4.0,8.81,29.89,0.288,No,0
,54.0,61840.98,3961.28,3.0,2.89,59.98,0.161,No,0
POS,36.0,32462.12,4847.92,5.0,3.0,11.92,0.411,No,0
POS,31.0,18334.94,5547.43,4.0,2.08,20.02,0.283,No,0
POS,52.0,34836.02,2496.34,2.0,1.13,17.15,0.041,No,0
POS,,114636.84,3668.76,6.0,2.26,20.88,0.326,No,0
POS,39.0,30514.06,,6.0,5.84,20.36,0.249,No,0
ATM,32.0,31476.67,,2.0,3.52,19.76,0.606,No,0
Online,40.0,28724.5,2014.49,5.0,3.39,12.98,0.325,No,0
Online,36.0,77735.77,1717.66,0.0,3.12,18.16,0.184,Yes,0
ATM,29.0,40340.28,884.48,5.0,5.71,22.54,0.314,No,0
ATM,37.0,33953.93,1417.5,3.0,6.17,24.29,0.032,No,0
Transfer,39.0,85006.34,2861.6,1.0,0.1,27.26,0.151,No,0
Transfer,32.0,58406.95,804.97,4.0,2.72,47.4,0.469,Yes,0
Transfer,46.0,29754.54,1228.15,6.0,4.73,32.69,0.221,Yes,1
Online,50.0,25946.84,11753.99,5.0,6.32,24.36,0.136,No,0
POS,47.0,75780.35,503.38,2.0,5.38,16.73,0.799,,0
Online,33.0,45341.25,2081.54,6.0,7.47,77.46,0.212,No,0
POS,44.0,22411.71,778.79,6.0,0.76,4.2,0.191,No,0
Transfer,37.0,20171.29,1178.99,5.0,6.25,27.02,0.1,No,0
Online,22.0,27233.42,,2.0,11.15,36.92,0.174,No,0
POS,43.0,25761.84,931.2,4.0,5.14,22.68,0.492,No,0
Online,38.0,17920.19,4438.08,,5.27,12.37,0.091,No,0
Online,65.0,27436.78,9654.67,1.0,6.56,29.63,0.475,No,0
Online,52.0,,5800.64,4.0,3.36,9.07,0.349,No,0
Online,44.0,36541.77,6965.04,7.0,2.16,37.08,0.242,Yes,0
Transfer,,96396.7,629.11,5.0,5.17,8.29,0.164,No,0
POS,38.0,,1960.54,6.0,0.1,50.69,0.133,No,0
ATM,25.0,41731.4,3989.68,4.0,6.19,29.7,0.764,No,0
POS,18.0,56589.72,5974.39,6.0,6.69,23.48,0.091,No,0
Online,26.0,40442.02,14434.83,6.0,0.19,18.93,0.189,No,0
,35.0,53878.49,7281.45,8.0,5.49,20.59,0.414,No,0
ATM,18.0,51056.82,6127.45,3.0,4.35,9.98,0.321,,0
Online,30.0,47552.17,34809.36,4.0,9.43,22.33,0.41,No,0
Transfer,33.0,156267.96,2752.75,3.0,8.93,15.66,0.246,No,0
Online,34.0,67807.25,1872.42,5.0,7.52,14.59,0.154,No,0
POS,29.0,27657.24,2985.15,5.0,8.63,74.25,0.249,No,0
ATM,32.0,53157.67,1001.24,6.0,3.9,15.9,0.176,No,0
,55.0,31512.39,2674.93,1.0,5.78,17.72,0.351,Yes,0
,43.0,55007.82,444.61,4.0,4.24,42.32,0.132,Yes,0
Transfer,30.0,24235.73,1472.22,2.0,2.01,9.93,0.473,No,0
Online,35.0,27334.83,2227.67,4.0,5.25,49.83,0.155,No,0
POS,36.0,52531.92,6461.92,2.0,4.75,17.25,0.274,No,0
POS,28.0,70500.06,7594.17,5.0,4.39,11.3,0.1,No,0
Online,28.0,,953.78,2.0,4.82,4.09,0.649,No,0
ATM,47.0,,19931.95,5.0,5.18,45.76,0.046,Yes,0
ATM,31.0,53243.77,2899.87,5.0,7.66,13.88,0.212,No,0
POS,24.0,48632.19,3178.27,4.0,3.25,16.89,0.233,No,0
ATM,36.0,35873.56,495.89,3.0,1.16,17.1,0.535,No,0
Online,37.0,64878.31,1344.78,2.0,7.03,13.85,0.289,No,0
Online,18.0,71368.61,7142.87,,7.57,29.52,0.145,No,0
POS,36.0,,2962.61,4.0,6.07,38.81,0.264,,0
Transfer,46.0,42693.46,2784.6,3.0,1.58,77.1,0.176,No,0
Online,41.0,92092.65,3137.61,4.0,4.61,52.6,0.476,No,0
Online,61.0,44588.35,590.42,7.0,5.86,23.1,0.17,No,0
POS,50.0,46559.04,2269.78,3.0,1.79,37.32,0.258,No,0
ATM,52.0,55955.91,10222.81,4.0,2.71,62.43,0.043,No,0
Online,67.0,43062.38,7411.24,4.0,4.56,41.22,0.41,No,0
POS,44.0,31109.38,2205.8,3.0,8.55,24.03,0.038,No,0
ATM,38.0,53343.23,11940.78,6.0,5.68,29.88,0.052,No,0
POS,47.0,44222.01,709.77,3.0,3.28,50.24,0.102,No,0
Online,30.0,103097.47,946.1,5.0,4.4,3.01,0.053,No,0
Online,37.0,64165.41,16117.62,5.0,3.0,18.82,0.251,No,1
POS,29.0,34421.99,4456.06,4.0,3.76,2.16,0.174,No,0
POS,40.0,62473.32,1872.74,2.0,7.17,7.85,0.132,Yes,0
Transfer,29.0,51686.78,2365.46,6.0,0.1,1.25,0.255,Yes,0
POS,28.0,81117.95,1115.9,4.0,8.94,17.63,0.293,No,0
POS,41.0,35539.97,3296.57,6.0,11.57,58.87,0.22,No,0
Transfer,34.0,48987.58,3045.54,6.0,5.49,46.29,0.238,No,0
POS,18.0,43037.44,2550.21,2.0,2.51,11.3,0.287,No,0
POS,,46199.93,783.91,3.0,8.49,29.71,0.128,No,0
Transfer,23.0,30214.53,3257.78,5.0,5.83,9.44,0.041,No,0
,26.0,58312.87,1472.23,5.0,3.42,23.18,0.136,No,0
,41.0,54312.07,932.69,2.0,2.08,54.09,0.208,No,0
ATM,38.0,80239.28,8873.18,3.0,3.78,6.93,0.153,No,0
Online,48.0,44797.43,21889.61,4.0,5.58,26.61,0.235,No,0
POS,44.0,37387.44,17442.52,4.0,7.69,36.46,0.099,No,0
Online,48.0,64189.84,4789.44,5.0,5.85,13.32,0.127,No,0
Online,43.0,31477.42,1916.89,4.0,6.36,26.44,0.189,No,0
POS,38.0,73325.29,2330.16,4.0,4.0,10.95,0.588,No,0
Online,48.0,73254.63,3750.51,3.0,7.56,24.11,0.032,No,0
ATM,46.0,79236.57,1642.21,1.0,4.38,24.11,0.18,No,0
Transfer,40.0,53311.01,9347.42,8.0,10.51,5.94,0.141,No,0
ATM,50.0,36152.25,326.46,4.0,3.04,4.89,0.229,No,0
Online,18.0,47266.27,1859.98,4.0,6.18,4.08,0.166,No,0
Online,33.0,53393.74,5569.82,4.0,11.57,31.08,0.45,No,0
Online,33.0,34973.78,1073.72,3.0,8.13,27.51,0.429,No,0
Online,49.0,81987.34,1966.28,,7.24,22.36,0.512,No,0
Transfer,53.0,58422.46,4526.43,2.0,5.89,18.04,0.31,No,0
POS,20.0,30119.18,11410.8,2.0,5.16,38.5,0.143,No,0
Online,52.0,104999.51,685.47,5.0,4.48,16.39,0.202,No,0
ATM,23.0,47015.99,636.49,4.0,3.31,11.83,0.264,No,0
POS,23.0,,136460.67,5.0,0.39,7.66,0.485,No,0
Online,33.0,30970.9,537.28,4.0,6.92,21.31,0.267,No,0
Online,32.0,87896.95,576.9,5.0,0.39,24.94,0.119,No,0
POS,19.0,102299.59,945.19,4.0,6.95,20.47,0.098,No,0
ATM,43.0,70875.92,8583.01,3.0,4.07,35.12,0.262,No,0
Online,43.0,81479.49,1829.81,2.0,2.13,16.83,0.18,Yes,0
Transfer,48.0,77799.85,2579.68,5.0,9.22,89.46,0.123,No,0
Transfer,31.0,,961.58,1.0,0.65,21.39,0.343,Yes,0
ATM,36.0,52181.67,4710.66,2.0,3.0,14.51,0.087,No,0
,36.0,57374.56,16314.51,2.0,3.28,15.62,0.363,,0
,55.0,62669.16,1029.08,4.0,5.45,27.92,0.177,No,0
Transfer,18.0,32231.47,14027.77,5.0,3.16,76.36,0.273,Yes,1
Online,25.0,62554.86,3599.21,6.0,9.39,11.97,0.43,Yes,0
POS,36.0,86750.84,2542.52,1.0,0.89,32.87,0.116,No,0
ATM,24.0,41009.14,3730.02,7.0,17.26,26.62,0.367,Yes,0
Online,33.0,39083.52,3694.4,2.0,1.82,55.17,0.238,No,0
ATM,35.0,55762.88,16012.91,5.0,13.87,11.44,0.258,No,0
Transfer,29.0,33592.96,4206.0,1.0,8.28,29.9,0.098,No,0
ATM,37.0,24880.74,4294.77,2.0,4.67,42.03,0.311,No,0
,43.0,75424.79,1640.16,6.0,5.68,32.49,0.269,No,0
Transfer,33.0,36735.16,5785.58,4.0,3.86,38.97,0.143,No,0
POS,31.0,45375.14,,2.0,6.04,16.26,0.347,No,0
ATM,34.0,34195.92,2787.92,3.0,2.79,25.45,0.282,No,0
ATM,36.0,79934.07,44682.16,2.0,7.13,48.05,0.177,No,1
ATM,18.0,66061.87,204.35,1.0,5.55,5.06,0.34,No,0
Online,41.0,40379.8,3156.42,7.0,2.03,16.52,0.211,No,0
Online,31.0,26461.97,3280.23,10.0,6.28,10.74,0.16,No,0
Online,50.0,38495.6,1990.13,4.0,6.1,10.32,0.25,No,1
POS,43.0,58161.94,2037.6,4.0,2.85,27.13,0.16,No,0
POS,49.0,,2739.29,5.0,3.72,26.78,0.442,No,0
POS,25.0,47264.36,1943.11,1.0,6.54,17.09,0.295,Yes,0
POS,32.0,49497.74,3121.37,1.0,8.27,24.19,0.3,No,0
ATM,22.0,63314.91,1535.23,4.0,4.57,20.37,0.148,No,0
Transfer,28.0,44160.28,18890.96,6.0,7.79,4.22,0.461,Yes,0
Online,50.0,55101.04,1943.09,4.0,8.5,7.54,0.458,No,0
ATM,52.0,28862.66,4418.95,4.0,8.91,32.95,0.205,No,0
POS,23.0,142009.7,1280.51,7.0,6.25,9.2,0.492,No,0
POS,31.0,39603.83,6356.22,4.0,2.29,16.87,0.246,No,0
Online,35.0,49317.52,5205.72,4.0,7.67,28.69,0.097,No,0
ATM,42.0,,3802.09,4.0,4.43,26.54,0.404,No,0
Transfer,18.0,37405.09,894.9,6.0,6.52,12.62,0.021,No,0
ATM,18.0,45158.73,1178.08,4.0,3.11,21.48,0.081,No,0
Transfer,41.0,44912.51,13496.95,1.0,3.2,16.36,0.285,No,0
Transfer,18.0,29824.95,,2.0,2.9,19.43,0.419,No,0
POS,31.0,54818.5,4745.48,1.0,1.03,53.89,0.345,No,0
POS,38.0,21424.02,972.02,3.0,3.24,29.74,0.419,No,0
POS,41.0,99025.89,6852.91,3.0,1.9,19.41,0.114,No,0
Transfer,34.0,64296.13,1258.47,4.0,6.7,21.9,0.28,No,0
Online,32.0,,954.19,5.0,1.81,2.11,0.403,No,0
POS,45.0,20597.58,1226.23,2.0,2.99,102.13,0.34,No,0
Transfer,39.0,31501.17,1436.9,2.0,5.01,47.64,0.443,No,0
Online,29.0,84088.33,3747.03,2.0,10.44,15.51,0.164,No,0
ATM,36.0,250000.0,2679.62,1.0,2.92,4.03,0.11,No,0
POS,40.0,77036.1,836.22,6.0,0.85,16.14,0.133,No,0
Transfer,,71757.12,2431.1,1.0,1.06,42.34,0.247,No,0
Transfer,45.0,56991.43,796.75,2.0,2.42,39.09,0.116,No,0
Online,49.0,30731.52,4758.1,7.0,3.03,21.23,0.152,No,0
ATM,,70420.95,5715.57,6.0,11.91,66.81,0.101,No,0
Online,30.0,27415.79,2440.84,3.0,7.9,18.27,0.148,No,0
POS,33.0,26099.06,3280.33,4.0,4.05,16.93,0.389,No,0
POS,34.0,25370.18,14417.1,,10.56,28.57,0.116,No,0
ATM,25.0,69807.24,2135.47,2.0,3.16,11.6,0.317,Yes,0
Online,50.0,43852.26,972.42,3.0,3.77,14.02,0.117,No,0
Online,,47089.43,4461.5,5.0,3.59,33.39,0.338,Yes,0
ATM,33.0,44689.15,805.44,7.0,8.08,10.56,0.211,No,0
POS,43.0,27115.08,2025.31,5.0,4.79,28.56,0.253,No,0
POS,38.0,33275.91,1373.42,,9.52,40.35,0.685,No,1
Online,44.0,34037.77,1239.21,5.0,6.3,15.64,0.463,No,0
,21.0,23909.85,1946.83,4.0,7.73,18.02,0.212,Yes,0
Transfer,34.0,35865.22,6148.34,6.0,0.1,23.19,0.044,No,0
Online,35.0,27662.41,7553.11,5.0,0.1,10.53,0.13,No,0
POS,43.0,58359.17,6312.28,6.0,0.1,15.2,0.285,No,0
Transfer,29.0,60588.16,3499.59,1.0,3.72,5.59,0.572,Yes,0
Online,18.0,25141.63,1932.04,5.0,0.38,8.75,0.267,No,0
ATM,24.0,39376.85,236.56,3.0,8.72,19.86,0.278,Yes,0
Online,35.0,103740.17,3610.88,3.0,4.4,27.16,0.177,No,0
Transfer,37.0,28942.73,255.88,6.0,6.85,27.32,0.414,No,0
ATM,55.0,54524.47,365.29,3.0,3.52,12.63,0.591,No,0
Transfer,42.0,47188.37,2126.81,,7.47,12.82,0.342,No,0
Online,37.0,73586.52,3257.2,4.0,0.1,14.23,0.038,No,0
POS,36.0,51399.2,1592.34,4.0,4.85,21.21,0.17,No,0
ATM,48.0,37061.53,11609.48,3.0,6.5,8.7,0.221,No,0
Online,30.0,46372.49,3968.52,4.0,6.76,4.76,0.158,No,0
Online,34.0,46678.28,1948.16,5.0,4.05,23.69,0.294,No,0
Online,24.0,43180.96,10000.16,0.0,0.1,13.25,0.08,No,0
Transfer,52.0,24855.08,11958.04,4.0,8.03,27.44,0.398,No,0
ATM,40.0,,4173.89,6.0,3.82,68.93,0.236,Yes,0
POS,28.0,72715.72,1151.46,5.0,4.08,13.64,0.19,,0
ATM,35.0,28128.33,1441.98,5.0,11.66,28.99,0.459,No,0
POS,42.0,39304.38,588.34,5.0,5.29,2.83,0.315,,0
POS,33.0,40665.25,2396.18,7.0,3.44,15.73,0.08,No,0
POS,30.0,26741.83,874.81,1.0,3.26,22.68,0.093,No,0
POS,29.0,19425.84,1798.97,4.0,6.94,2.27,0.42,No,0
Online,40.0,33277.98,3244.27,2.0,2.54,50.08,0.302,No,0
Transfer,32.0,38331.86,343.9,7.0,6.54,10.88,0.115,Yes,0
ATM,31.0,23526.03,706.49,5.0,8.3,36.52,0.297,No,0
Online,21.0,48730.37,1505.98,2.0,4.74,30.68,0.534,No,1
POS,37.0,75940.32,2372.07,5.0,7.96,57.75,0.086,No,0
Online,34.0,65733.9,,2.0,4.79,2.88,0.235,No,0
Transfer,32.0,42506.37,1907.46,4.0,2.94,25.33,0.36,No,0
Transfer,38.0,19657.86,,3.0,0.1,19.33,0.232,No,0
Transfer,44.0,62098.92,586.78,8.0,5.83,2.02,0.252,No,0
Online,44.0,48064.26,1464.54,6.0,5.89,18.13,0.333,No,0
Online,42.0,54468.39,2020.05,4.0,7.94,16.58,0.096,No,0
Online,33.0,107544.93,1832.9,4.0,7.65,6.91,0.189,No,0
Online,,31046.85,2795.71,4.0,11.2,17.22,0.646,No,0
Online,25.0,15000.0,3800.7,8.0,3.26,15.98,0.043,No,0
Online,29.0,28011.3,4943.22,2.0,6.07,13.71,0.262,No,0
Transfer,36.0,56001.74,1326.76,3.0,2.94,25.93,0.273,No,1
Online,27.0,45548.57,517.11,3.0,7.79,34.02,0.207,No,0
Online,37.0,,8916.35,2.0,2.22,11.0,0.173,,0
ATM,25.0,23754.92,3675.67,3.0,7.74,18.62,0.105,No,0
POS,18.0,,962.36,5.0,2.79,56.74,0.42,No,0
ATM,45.0,,3300.24,,7.3,18.46,0.175,No,0
POS,31.0,56880.21,7273.85,4.0,8.62,10.7,0.028,No,0
Transfer,27.0,37394.38,14090.03,7.0,0.34,7.92,0.225,No,0
POS,24.0,33935.42,3212.02,4.0,0.96,29.66,0.467,Yes,0
POS,41.0,31990.47,7213.55,3.0,5.7,11.46,0.201,Yes,0
ATM,51.0,50656.51,745.79,6.0,5.39,9.65,0.107,No,0
POS,32.0,45871.16,2411.84,2.0,4.12,28.3,0.158,Yes,0
Online,34.0,49281.23,1788.32,3.0,3.57,5.98,0.189,No,0
POS,48.0,48799.53,3521.41,4.0,2.43,27.14,0.18,No,0
Online,18.0,43561.53,12521.97,1.0,5.99,8.3,0.151,No,0
ATM,58.0,28268.66,3209.71,1.0,2.11,9.72,0.248,No,0
Online,63.0,32394.59,978.83,2.0,6.1,5.81,0.304,Yes,0
Online,18.0,37677.34,,3.0,3.28,10.15,0.385,Yes,0
Online,35.0,113977.42,12962.63,3.0,3.73,42.66,0.128,Yes,0
ATM,28.0,24524.83,4179.05,6.0,8.65,96.27,0.313,No,0
Online,33.0,37267.55,,6.0,7.86,17.39,0.1,No,0
POS,31.0,47034.56,1772.8,6.0,2.01,15.07,0.25,No,0
,45.0,39258.29,3267.92,1.0,2.38,34.23,0.184,No,0
Online,35.0,72962.73,931.77,3.0,7.33,27.47,0.125,No,0
ATM,26.0,39167.15,3682.12,4.0,0.7,39.22,0.02,No,1
Online,34.0,40492.58,772.15,3.0,9.36,25.63,0.151,No,0
Online,42.0,64925.82,1745.43,5.0,5.41,42.94,0.131,No,0
POS,23.0,101644.63,1314.42,7.0,3.27,24.62,0.419,No,0
Transfer,18.0,84778.06,,3.0,5.03,56.8,0.125,Yes,0
Online,58.0,42316.13,1767.42,5.0,9.08,33.55,0.457,No,0
POS,29.0,44008.43,1017.58,7.0,0.1,53.43,0.325,Yes,1
Online,34.0,45956.08,2025.67,5.0,8.08,15.11,0.286,No,0
POS,32.0,48077.4,2504.31,10.0,8.58,16.8,0.164,No,0
POS,42.0,30733.58,14646.81,6.0,4.04,23.43,0.226,No,0
POS,56.0,68588.83,3390.58,2.0,4.79,24.42,0.155,No,0
POS,42.0,49384.5,3491.75,7.0,5.41,19.27,0.396,No,1
Online,19.0,44100.77,4103.76,6.0,7.2,20.76,0.229,Yes,0
POS,21.0,25397.41,5978.08,5.0,2.81,16.41,0.081,No,0
POS,32.0,46279.14,3937.6,7.0,4.96,23.3,0.245,Yes,0
POS,33.0,19196.29,3313.5,3.0,4.7,13.98,0.094,No,0
Online,18.0,34636.92,,4.0,7.04,41.85,0.495,No,0
POS,45.0,34927.29,220.83,4.0,13.03,32.27,0.309,No,0
POS,24.0,51203.62,20193.13,5.0,2.8,23.53,0.094,Yes,0
Online,52.0,104856.74,12256.06,6.0,5.24,4.71,0.084,No,0
,56.0,58207.89,3106.28,5.0,2.72,4.07,0.178,Yes,1
POS,33.0,86352.99,,4.0,3.53,20.82,0.123,No,0
ATM,41.0,60160.02,8386.65,7.0,1.77,9.09,0.427,No,0
Online,22.0,74659.41,1249.09,3.0,0.41,29.48,0.06,No,0
ATM,43.0,103790.02,,5.0,8.55,2.2,0.162,No,0
POS,31.0,32373.36,693.08,2.0,6.07,63.11,0.122,Yes,0
ATM,24.0,31436.37,23166.28,5.0,5.28,6.68,0.406,No,0
POS,33.0,,591.01,5.0,2.38,39.42,0.372,No,0
POS,31.0,44925.57,2678.55,3.0,4.78,15.87,0.469,No,0
POS,32.0,49690.89,299.42,2.0,1.53,4.46,0.372,No,0
Transfer,46.0,40236.01,2399.04,5.0,4.92,16.85,0.124,No,0
POS,27.0,34409.96,1633.96,7.0,6.0,49.78,0.086,Yes,0
POS,55.0,93317.4,7794.93,3.0,3.37,15.67,0.421,No,1
POS,21.0,27432.41,1633.8,2.0,2.73,46.91,0.19,Yes,0
ATM,54.0,,7806.17,,3.52,19.74,0.384,No,0
Online,25.0,56972.3,897.78,4.0,7.44,31.8,0.402,No,0
POS,36.0,22111.69,1885.76,4.0,5.6,12.14,0.175,No,0
POS,31.0,30963.57,1923.95,,0.18,10.07,0.217,No,0
Transfer,32.0,33396.52,4103.66,6.0,7.17,7.13,0.233,No,0
POS,45.0,58016.38,3613.46,7.0,6.63,23.65,0.21,No,0
POS,52.0,38148.89,5147.52,6.0,5.56,28.18,0.054,No,0
Transfer,49.0,43299.76,3264.55,5.0,9.94,16.54,0.23,No,0
POS,32.0,23352.9,4843.34,6.0,5.07,11.22,0.109,No,0
Online,38.0,128165.55,1018.6,3.0,6.29,55.84,0.252,No,0
Online,27.0,46465.05,3688.02,4.0,6.41,19.82,0.227,No,0
Online,25.0,56329.19,12484.61,3.0,7.63,26.33,0.251,,0
Online,23.0,35282.29,465.94,4.0,4.33,13.83,0.122,No,0
POS,31.0,33548.1,4076.74,3.0,3.07,4.67,0.586,No,0
ATM,39.0,106417.56,4918.83,0.0,7.92,9.79,0.209,No,0
ATM,18.0,18994.28,10777.68,3.0,7.76,18.77,0.336,No,0
Online,35.0,51011.63,5167.23,4.0,8.82,5.64,0.235,No,0
POS,53.0,26088.27,2763.8,5.0,6.25,29.63,0.23,No,0
,48.0,37502.66,3843.43,3.0,0.1,19.19,0.315,No,0
Transfer,30.0,33768.22,1198.72,7.0,5.49,17.54,0.489,No,0
Online,21.0,28874.89,1696.09,8.0,5.1,2.55,0.05,No,0
POS,41.0,,657.43,2.0,8.69,18.65,0.197,No,0
Online,18.0,15000.0,11059.84,,8.18,21.97,0.024,Yes,0
POS,48.0,39044.13,3921.4,12.0,6.84,8.71,0.239,No,0
POS,34.0,43208.27,1000.18,4.0,0.1,12.98,0.49,No,0
ATM,56.0,24409.88,3279.36,3.0,2.53,21.65,0.201,No,0
Online,18.0,88908.78,,4.0,3.91,9.37,0.227,Yes,0
Transfer,46.0,34437.85,6746.9,1.0,3.98,12.76,0.345,No,0
POS,35.0,40439.0,988.72,0.0,5.5,10.58,0.395,No,0
ATM,32.0,34472.57,108.88,1.0,9.44,28.6,0.213,No,0
ATM,21.0,43378.23,3712.39,3.0,7.34,40.36,0.282,No,0
Transfer,43.0,,1029.86,7.0,2.24,22.07,0.189,No,0
Online,43.0,136936.81,4658.15,8.0,2.51,15.19,0.12,No,1
Online,56.0,62941.15,6466.02,5.0,2.24,31.85,0.074,No,0
Online,47.0,73424.65,,3.0,4.65,4.52,0.494,No,0
Online,29.0,97422.27,14311.04,4.0,7.42,18.32,0.347,Yes,0
POS,25.0,50332.68,8607.62,2.0,7.89,41.87,0.422,No,0
Transfer,21.0,91220.11,14380.02,3.0,3.87,11.44,0.208,No,0
Transfer,52.0,64279.64,9927.92,8.0,4.91,26.22,0.372,No,0
POS,27.0,48012.28,10832.04,6.0,10.02,33.41,0.125,Yes,0
POS,52.0,52684.22,2399.89,3.0,0.55,21.45,0.423,No,0
Transfer,42.0,19826.61,688.64,2.0,6.91,9.54,0.162,No,0
Transfer,40.0,51321.83,29921.01,4.0,6.59,12.81,0.226,No,0
Online,33.0,22465.39,2662.44,4.0,4.11,28.91,0.054,No,0
POS,43.0,21656.19,8542.03,4.0,4.94,28.47,0.402,No,0
,36.0,49080.31,1441.98,2.0,6.26,20.36,0.219,Yes,0
Online,32.0,27257.46,6554.9,4.0,4.12,3.22,0.102,No,0
POS,44.0,44856.18,216.82,5.0,3.09,6.22,0.315,No,0
Transfer,34.0,47892.46,1658.39,6.0,2.86,17.89,0.144,Yes,0
Transfer,27.0,48863.7,147395.76,,10.59,11.03,0.138,No,1
Transfer,43.0,29958.34,3970.53,3.0,3.68,7.53,0.389,No,0
ATM,35.0,67428.62,7303.22,4.0,5.6,7.62,0.097,No,0
,41.0,43228.79,837.07,6.0,7.36,73.65,0.182,,0
Online,31.0,54879.87,4836.83,5.0,4.37,23.09,0.169,No,0
POS,23.0,26265.72,8524.61,0.0,5.11,28.67,0.061,Yes,0
POS,55.0,41529.96,26106.97,4.0,6.51,15.89,0.092,No,0
POS,53.0,73732.6,5067.86,5.0,2.46,37.03,0.315,No,0
POS,,69633.27,,3.0,0.39,26.88,0.092,No,0
POS,32.0,31433.71,700.84,6.0,2.81,21.6,0.188,No,0
ATM,33.0,35204.06,15572.29,1.0,10.19,21.93,0.22,No,0
Online,51.0,28839.72,5225.93,2.0,3.27,10.17,0.268,Yes,0
Online,32.0,33491.0,2445.66,6.0,5.39,9.64,0.292,No,0
Online,29.0,,494.84,0.0,1.02,22.75,0.223,No,0
Online,57.0,42287.15,985.22,6.0,9.03,34.21,0.32,No,0
Transfer,35.0,59834.04,4700.23,8.0,4.1,43.38,0.237,No,0
POS,55.0,31607.32,3561.29,3.0,3.64,30.52,0.126,No,0
Online,21.0,43202.12,356.99,0.0,4.6,46.77,0.23,No,0
ATM,42.0,40749.28,4706.31,2.0,12.54,41.87,0.245,Yes,0
POS,59.0,72346.42,520.93,4.0,6.32,17.05,0.192,No,0
Online,36.0,34173.35,9682.3,7.0,4.53,54.29,0.327,Yes,0
Online,33.0,34737.34,3079.74,5.0,0.1,19.58,0.31,Yes,0
Online,,30751.94,1572.82,1.0,9.06,18.61,0.109,Yes,0
POS,48.0,26971.57,6729.12,3.0,2.92,28.8,0.036,No,0
Online,28.0,57099.52,3560.1,3.0,2.44,43.31,0.391,No,0
Online,35.0,42345.52,9404.78,5.0,2.71,11.65,0.276,No,0
Online,22.0,46123.7,2709.51,4.0,9.4,19.51,0.131,Yes,0
POS,53.0,79858.08,2872.29,3.0,4.87,16.92,0.471,No,0
Online,49.0,81949.14,,2.0,0.43,8.77,0.313,No,0
ATM,36.0,21452.84,3251.96,5.0,4.39,11.62,0.217,No,0
Online,23.0,60231.06,13656.86,2.0,2.51,9.14,0.165,No,0
POS,53.0,49809.39,1512.14,5.0,6.08,27.82,0.259,No,0
POS,32.0,36559.7,4779.07,0.0,3.84,16.32,0.415,Yes,0
POS,24.0,52149.79,1036.5,0.0,0.29,14.34,0.33,No,0
Online,18.0,20692.89,316.5,3.0,4.75,25.62,0.25,Yes,0
ATM,29.0,,3076.37,5.0,4.83,26.1,0.172,No,0
Transfer,20.0,56734.77,3620.8,3.0,1.24,41.89,0.162,No,0
Online,29.0,30487.71,,2.0,0.1,3.05,0.193,No,0
Online,44.0,,560.07,4.0,5.85,36.38,0.639,No,0
Transfer,32.0,20910.4,3389.19,3.0,4.16,8.33,0.181,No,0
POS,40.0,39071.05,3262.86,2.0,4.35,24.32,0.151,No,0
Online,28.0,36213.54,1027.89,1.0,7.24,7.78,0.392,Yes,0
Online,37.0,,645.84,3.0,0.1,30.26,0.243,No,0
POS,57.0,63827.14,1942.36,2.0,5.18,12.37,0.394,Yes,0
ATM,32.0,79935.59,4802.9,6.0,6.99,27.17,0.42,No,0
POS,40.0,44449.35,3792.2,6.0,4.45,10.81,0.128,No,0
Transfer,19.0,39217.43,1036.09,3.0,0.75,4.18,0.173,No,0
POS,53.0,54729.65,2866.86,3.0,3.02,11.1,0.034,Yes,0
Online,31.0,44604.06,6070.36,5.0,3.65,26.12,0.08,No,0
POS,48.0,27651.55,773.85,2.0,0.26,16.02,0.099,No,0
POS,35.0,33547.33,2662.98,4.0,6.11,32.73,0.118,No,0
Online,43.0,39380.32,9544.18,5.0,5.01,17.79,0.17,Yes,0
Online,43.0,50317.17,698.62,5.0,3.07,23.46,0.341,No,0
POS,31.0,45189.47,7939.24,1.0,7.96,5.05,0.256,No,0
ATM,48.0,49468.13,12622.47,5.0,3.43,26.19,0.215,No,0
Online,28.0,22657.48,2001.88,3.0,9.44,35.27,0.291,No,0
POS,45.0,60704.05,1774.08,7.0,4.19,3.01,0.154,No,0
POS,32.0,45069.22,7024.37,4.0,2.14,6.45,0.192,No,1
POS,40.0,141936.75,,5.0,2.23,59.88,0.532,Yes,0
ATM,31.0,37796.9,237.68,3.0,5.27,22.78,0.322,No,0
ATM,37.0,52050.73,2264.82,0.0,1.79,16.26,0.173,No,0
ATM,24.0,160743.69,4001.6,1.0,5.43,14.67,0.183,No,0
Online,39.0,49107.1,5240.28,3.0,3.8,1.18,0.194,No,0
POS,36.0,43651.11,,4.0,3.73,29.93,0.146,No,0
POS,30.0,28862.63,1908.83,3.0,4.88,15.51,0.393,Yes,0
